Stations_ID, Mess_Datum, Qualitaets_Niveau, BEDECKUNGSGRAD,REL_FEUCHTE,DAMPFDRUCK,LUFTTEMPERATUR,LUFTDRUCK_STATIONSHOEHE, WINDGESCHWINDIGKEIT, LUFTTEMP_AM_ERDB_MINIMUM,LUFTTEMPERATUR_MINIMUM,LUFTTEMPERATUR_MAXIMUM, WINDSPITZE_MAXIMUM, NIEDERSCHLAGSHOEHE_IND,NIEDERSCHLAGSHOEHE,SONNENSCHEINDAUER, SCHNEEHOEHE,eor
      722,19471005,   5,  -999,   65.00,   7.6,    9.1,    -999,-999,    4.0,    5.1,   12.3,-999,-999,  -999,     -999,-999,eor
      722,19471006,   5,  -999,   48.00,   5.9,    9.9,    -999,-999,    6.1,    7.4,   13.1,-999,-999,  -999,     -999,-999,eor
      722,19471007,   5,  -999,   71.00,   7.6,    7.7,    -999,-999,    5.4,    6.0,   11.0,-999,-999,  -999,     -999,-999,eor
      722,19471008,   5,  -999,   77.00,   9.7,   10.5,    -999,-999,    3.4,    5.0,   13.9,-999,-999,  -999,     -999,-999,eor
      722,19471009,   5,  -999,   69.00,   9.6,   11.6,    -999,-999,    7.8,    9.4,   15.6,-999,-999,  -999,     -999,-999,eor
      722,19471010,   5,  -999,   93.00,  10.1,    8.0,    -999,-999,    4.3,    5.6,   11.4,-999,-999,  -999,     -999,-999,eor
      722,19471011,   5,  -999,  100.00,  10.5,    7.5,    -999,-999,    4.0,    5.6,   10.2,-999,-999,  -999,     -999,-999,eor
      722,19471012,   5,  -999,   87.00,   9.9,    8.6,    -999,-999,    4.3,    5.6,   12.0,-999,-999,  -999,     -999,-999,eor
      722,19471013,   5,  -999,   62.00,   7.7,   10.1,    -999,-999,    1.4,    6.5,   13.1,-999,-999,  -999,     -999,-999,eor
      722,19471014,   5,  -999,   63.00,   7.5,    9.2,    -999,-999,    5.4,    7.1,   12.0,-999,-999,  -999,     -999,-999,eor
      722,19471015,   5,  -999,  100.00,   9.2,    5.2,    -999,-999,    5.6,    2.8,    9.0,-999,-999,  -999,     -999,-999,eor
      722,19471016,   5,  -999,  100.00,   8.3,    3.8,    -999,-999,    2.0,    2.3,    5.6,-999,-999,  -999,     -999,-999,eor
      722,19471017,   5,  -999,  100.00,   6.7,    1.4,    -999,-999,    -.2,    -.4,    3.0,-999,-999,  -999,     -999,-999,eor
      722,19471018,   5,  -999,   96.00,   5.2,   -1.6,    -999,-999,   -6.4,   -5.9,    2.4,-999,-999,  -999,     -999,-999,eor
      722,19471019,   5,  -999,   91.00,   4.8,   -2.1,    -999,-999,   -4.6,   -3.5,    -.1,-999,-999,  -999,     -999,-999,eor
      722,19471020,   5,  -999,   73.00,   4.1,   -1.1,    -999,-999,   -6.1,   -4.3,    1.1,-999,-999,  -999,     -999,-999,eor
      722,19471021,   5,  -999,   52.00,   4.3,    4.0,    -999,-999,   -2.6,   -1.1,    7.4,-999,-999,  -999,     -999,-999,eor
      722,19471022,   5,  -999,   56.00,   4.9,    4.6,    -999,-999,   -1.5,    3.4,    8.5,-999,-999,  -999,     -999,-999,eor
      722,19471023,   5,  -999,   49.00,   4.3,    4.8,    -999,-999,    1.4,    2.0,    7.6,-999,-999,  -999,     -999,-999,eor
      722,19471024,   5,  -999,   45.00,   3.6,    3.0,    -999,-999,    1.3,     .4,    6.6,-999,-999,  -999,     -999,-999,eor
      722,19471025,   5,  -999,   79.00,   3.9,   -4.0,    -999,-999,   -1.6,   -6.2,    2.4,-999,-999,  -999,     -999,-999,eor
      722,19471026,   5,  -999,   95.00,   3.1,   -6.2,    -999,-999,   -9.8,   -9.5,   -5.0,-999,-999,  -999,     -999,-999,eor
      722,19471027,   5,  -999,   99.00,   4.5,   -3.8,    -999,-999,   -7.2,   -6.9,   -2.5,-999,-999,  -999,     -999,-999,eor
      722,19471028,   5,  -999,   92.00,   3.9,   -4.6,    -999,-999,   -8.2,   -7.5,   -3.1,-999,-999,  -999,     -999,-999,eor
      722,19471029,   5,  -999,  100.00,   5.2,   -2.4,    -999,-999,   -4.2,   -3.8,   -1.0,-999,-999,  -999,     -999,-999,eor
      722,19471030,   5,  -999,  100.00,   5.7,    -.6,    -999,-999,   -4.1,   -3.0,    -.1,-999,-999,  -999,     -999,-999,eor
      722,19471031,   5,  -999,   81.00,   7.3,    5.4,    -999,-999,    -.5,    -.5,    7.4,-999,-999,  -999,     -999,-999,eor
      722,19471101,   5,  -999,   85.00,   6.3,    2.0,    -999,-999,   -1.0,   -1.4,    6.4,-999,-999,  -999,     -999,-999,eor
      722,19471102,   5,  -999,   80.00,   7.2,    5.2,    -999,-999,   -1.4,   -1.0,    8.2,-999,-999,  -999,     -999,-999,eor
      722,19471103,   5,  -999,  100.00,   7.7,    3.3,    -999,-999,    1.3,    1.6,    4.4,-999,-999,  -999,     -999,-999,eor
      722,19471104,   5,  -999,  100.00,   6.7,    1.0,    -999,-999,    1.0,     .0,    3.6,-999,-999,  -999,     -999,-999,eor
      722,19471105,   5,  -999,  100.00,   6.5,     .6,    -999,-999,     .0,     .0,    1.6,-999,-999,  -999,     -999,-999,eor
      722,19471106,   5,  -999,  100.00,   6.4,     .5,    -999,-999,    -.2,    -.2,    1.4,-999,-999,  -999,     -999,-999,eor
      722,19471107,   5,  -999,  100.00,   6.0,    -.2,    -999,-999,   -1.2,   -1.0,     .4,-999,-999,  -999,     -999,-999,eor
      722,19471108,   5,  -999,  100.00,   7.2,    2.4,    -999,-999,    -.7,    -.4,    3.2,-999,-999,  -999,     -999,-999,eor
      722,19471109,   5,  -999,  100.00,   7.6,    3.2,    -999,-999,    2.0,    2.0,    3.5,-999,-999,  -999,     -999,-999,eor
      722,19471110,   5,  -999,  100.00,   7.3,    2.3,    -999,-999,    2.3,    -.4,    5.7,-999,-999,  -999,     -999,-999,eor
      722,19471111,   5,  -999,  100.00,   7.1,    2.8,    -999,-999,    -.6,    -.4,    5.2,-999,-999,  -999,     -999,-999,eor
      722,19471112,   5,  -999,  100.00,   8.8,    5.2,    -999,-999,    4.6,    4.6,    6.4,-999,-999,  -999,     -999,-999,eor
      722,19471113,   5,  -999,  100.00,   6.0,    -.7,    -999,-999,    1.4,   -2.1,    5.9,-999,-999,  -999,     -999,-999,eor
      722,19471114,   5,  -999,   99.00,   5.5,   -1.4,    -999,-999,   -2.2,   -2.1,    -.9,-999,-999,  -999,     -999,-999,eor
      722,19471115,   5,  -999,   98.00,   5.1,   -2.8,    -999,-999,   -2.9,   -3.3,   -1.4,-999,-999,  -999,     -999,-999,eor
      722,19471116,   5,  -999,   99.00,   4.7,   -3.8,    -999,-999,   -4.4,   -4.9,   -3.0,-999,-999,  -999,     -999,-999,eor
      722,19471117,   5,  -999,   99.00,   3.7,   -6.4,    -999,-999,   -6.6,   -6.8,   -4.2,-999,-999,  -999,     -999,-999,eor
      722,19471118,   5,  -999,   91.00,   3.3,   -7.6,    -999,-999,   -7.1,   -8.8,   -5.9,-999,-999,  -999,     -999,-999,eor
      722,19471119,   5,  -999,   80.00,   3.1,   -6.2,    -999,-999,  -12.4,  -10.1,   -4.0,-999,-999,  -999,     -999,-999,eor
      722,19471120,   5,  -999,   86.00,   4.7,   -1.6,    -999,-999,  -11.1,   -7.6,    1.3,-999,-999,  -999,     -999,-999,eor
      722,19471121,   5,  -999,  100.00,   9.9,    6.8,    -999,-999,    1.0,     .9,    7.2,-999,-999,  -999,     -999,-999,eor
      722,19471122,   5,  -999,  100.00,  10.4,    7.5,    -999,-999,    6.2,    6.4,    8.0,-999,-999,  -999,     -999,-999,eor
      722,19471123,   5,  -999,  100.00,   9.3,    5.6,    -999,-999,    4.1,    4.7,    7.8,-999,-999,  -999,     -999,-999,eor
      722,19471124,   5,  -999,   99.00,   5.1,   -2.5,    -999,-999,   -2.2,   -3.4,    4.7,-999,-999,  -999,     -999,-999,eor
      722,19471125,   5,  -999,   98.00,   4.7,   -3.3,    -999,-999,   -4.4,   -4.1,   -2.8,-999,-999,  -999,     -999,-999,eor
      722,19471126,   5,  -999,   99.00,   4.7,   -3.8,    -999,-999,   -4.4,   -4.2,   -2.7,-999,-999,  -999,     -999,-999,eor
      722,19471127,   5,  -999,   99.00,   4.1,   -5.4,    -999,-999,   -4.9,   -6.2,   -4.0,-999,-999,  -999,     -999,-999,eor
      722,19471128,   5,  -999,   88.00,   3.5,   -5.9,    -999,-999,  -11.2,   -6.3,   -5.1,-999,-999,  -999,     -999,-999,eor
      722,19471129,   5,  -999,   99.00,   4.9,   -3.2,    -999,-999,   -6.9,   -6.4,     .0,-999,-999,  -999,     -999,-999,eor
      722,19471130,   5,  -999,   99.00,   4.4,   -4.4,    -999,-999,   -7.1,   -6.2,   -3.5,-999,-999,  -999,     -999,-999,eor
      722,19471201,   5,  -999,   93.00,   3.9,   -5.2,    -999,-999,   -8.0,   -6.5,   -3.5,-999,-999,  -999,     -999,-999,eor
      722,19471202,   5,  -999,  100.00,   5.5,   -1.1,    -999,-999,   -7.1,   -5.6,     .0,-999,-999,  -999,     -999,-999,eor
      722,19471203,   5,  -999,  100.00,   4.7,   -3.5,    -999,-999,   -4.2,   -4.5,     .0,-999,-999,  -999,     -999,-999,eor
      722,19471204,   5,  -999,   95.00,   4.3,   -4.1,    -999,-999,   -7.2,   -5.8,   -2.4,-999,-999,  -999,     -999,-999,eor
      722,19471205,   5,  -999,   93.00,   4.7,   -2.5,    -999,-999,   -4.5,   -4.4,   -2.3,-999,-999,  -999,     -999,-999,eor
      722,19471206,   5,  -999,   81.00,   4.5,   -1.3,    -999,-999,   -4.2,   -4.0,    -.5,-999,-999,  -999,     -999,-999,eor
      722,19471207,   5,  -999,   84.00,   4.4,   -2.2,    -999,-999,   -9.0,   -3.2,    -.2,-999,-999,  -999,     -999,-999,eor
      722,19471208,   5,  -999,  100.00,   5.2,   -2.5,    -999,-999,   -4.5,   -3.6,   -1.5,-999,-999,  -999,     -999,-999,eor
      722,19471209,   5,  -999,   97.00,   4.7,   -3.1,    -999,-999,   -4.4,   -4.5,   -2.0,-999,-999,  -999,     -999,-999,eor
      722,19471210,   5,  -999,  100.00,   4.1,   -5.2,    -999,-999,   -5.8,   -5.6,   -2.8,-999,-999,  -999,     -999,-999,eor
      722,19471211,   5,  -999,   90.00,   3.9,   -4.8,    -999,-999,   -6.4,   -6.5,   -4.0,-999,-999,  -999,     -999,-999,eor
      722,19471212,   5,  -999,  100.00,   5.9,    -.3,    -999,-999,   -5.2,   -4.3,     .2,-999,-999,  -999,     -999,-999,eor
      722,19471213,   5,  -999,   99.00,   5.1,   -3.0,    -999,-999,     .0,   -5.2,    1.0,-999,-999,  -999,     -999,-999,eor
      722,19471214,   5,  -999,  100.00,   3.7,   -6.4,    -999,-999,   -7.4,   -7.0,   -4.4,-999,-999,  -999,     -999,-999,eor
      722,19471215,   5,  -999,   99.00,   3.9,   -5.7,    -999,-999,   -8.4,   -7.6,   -4.2,-999,-999,  -999,     -999,-999,eor
      722,19471216,   5,  -999,   97.00,   3.9,   -5.9,    -999,-999,   -7.4,   -6.6,   -4.0,-999,-999,  -999,     -999,-999,eor
      722,19471217,   5,  -999,   99.00,   3.7,   -6.8,    -999,-999,   -6.9,   -8.1,   -4.7,-999,-999,  -999,     -999,-999,eor
      722,19471218,   5,  -999,   90.00,   2.7,   -9.7,    -999,-999,   -9.8,  -11.0,   -8.1,-999,-999,  -999,     -999,-999,eor
      722,19471219,   5,  -999,   86.00,   2.8,   -7.8,    -999,-999,  -12.4,  -11.4,   -5.8,-999,-999,  -999,     -999,-999,eor
      722,19471220,   5,  -999,   88.00,   3.5,   -5.2,    -999,-999,  -15.1,   -9.4,   -3.1,-999,-999,  -999,     -999,-999,eor
      722,19471221,   5,  -999,  100.00,   5.2,   -1.9,    -999,-999,   -4.2,   -4.0,    -.6,-999,-999,  -999,     -999,-999,eor
      722,19471222,   5,  -999,  100.00,   5.5,   -1.9,    -999,-999,    -.7,   -3.4,     .0,-999,-999,  -999,     -999,-999,eor
      722,19471223,   5,  -999,  100.00,   5.5,   -1.8,    -999,-999,   -3.3,   -3.2,     .4,-999,-999,  -999,     -999,-999,eor
      722,19471224,   5,  -999,   99.00,   5.7,   -1.1,    -999,-999,   -4.0,   -3.5,     .0,-999,-999,  -999,     -999,-999,eor
      722,19471225,   5,  -999,  100.00,   5.9,    -.5,    -999,-999,   -2.1,   -2.0,    -.1,-999,-999,  -999,     -999,-999,eor
      722,19471226,   5,  -999,  100.00,   4.9,   -3.1,    -999,-999,   -2.3,   -4.2,    -.2,-999,-999,  -999,     -999,-999,eor
      722,19471227,   5,  -999,  100.00,   5.5,    -.9,    -999,-999,   -4.4,   -4.1,     .9,-999,-999,  -999,     -999,-999,eor
      722,19471228,   5,  -999,  100.00,   5.9,    -.7,    -999,-999,    -.3,   -1.2,    2.4,-999,-999,  -999,     -999,-999,eor
      722,19471229,   5,  -999,   95.00,   4.1,   -5.2,    -999,-999,   -3.0,   -7.4,   -1.2,-999,-999,  -999,     -999,-999,eor
      722,19471230,   5,  -999,   99.00,   3.6,   -7.4,    -999,-999,   -7.5,   -9.1,   -5.8,-999,-999,  -999,     -999,-999,eor
      722,19471231,   5,  -999,   97.00,   2.8,  -10.0,    -999,-999,  -12.1,  -11.4,   -8.7,-999,-999,  -999,     -999,-999,eor
      722,19480101,   5,  -999,  100.00,   4.0,   -5.3,    -999,-999,  -13.4,   -9.6,   -4.6,-999,-999,  -999,     -999,-999,eor
      722,19480102,   5,  -999,  100.00,   6.8,    1.7,    -999,-999,   -5.3,   -4.6,    2.7,-999,-999,  -999,     -999,-999,eor
      722,19480103,   5,  -999,  100.00,   7.7,    3.2,    -999,-999,    1.0,    1.7,    4.6,-999,-999,  -999,     -999,-999,eor
      722,19480104,   5,  -999,  100.00,   7.5,    3.0,    -999,-999,     .6,    2.0,    4.1,-999,-999,  -999,     -999,-999,eor
      722,19480105,   5,  -999,  100.00,   6.8,     .8,    -999,-999,     .8,    -.7,    4.5,-999,-999,  -999,     -999,-999,eor
      722,19480106,   5,  -999,   98.00,   4.3,   -4.9,    -999,-999,   -5.1,   -5.2,    -.7,-999,-999,  -999,     -999,-999,eor
      722,19480107,   5,  -999,  100.00,   6.3,     .8,    -999,-999,   -6.7,   -5.6,    2.6,-999,-999,  -999,     -999,-999,eor
      722,19480108,   5,  -999,  100.00,   4.9,   -3.6,    -999,-999,   -1.6,   -5.0,    2.8,-999,-999,  -999,     -999,-999,eor
      722,19480109,   5,  -999,   99.00,   4.5,   -4.2,    -999,-999,   -8.0,   -5.6,   -3.0,-999,-999,  -999,     -999,-999,eor
      722,19480110,   5,  -999,  100.00,   4.4,   -4.5,    -999,-999,   -5.1,   -5.5,   -2.6,-999,-999,  -999,     -999,-999,eor
      722,19480111,   5,  -999,   98.00,   4.0,   -5.1,    -999,-999,   -7.1,   -6.0,   -4.3,-999,-999,  -999,     -999,-999,eor
      722,19480112,   5,  -999,   99.00,   5.7,    -.9,    -999,-999,   -5.1,   -4.8,     .1,-999,-999,  -999,     -999,-999,eor
      722,19480113,   5,  -999,  100.00,   4.9,    4.0,    -999,-999,   -1.4,   -1.4,    4.6,-999,-999,  -999,     -999,-999,eor
      722,19480114,   5,  -999,   99.00,   5.3,   -2.1,    -999,-999,   -1.1,   -3.0,    4.6,-999,-999,  -999,     -999,-999,eor
      722,19480115,   5,  -999,   98.00,   4.7,   -3.4,    -999,-999,   -4.4,   -4.0,   -2.4,-999,-999,  -999,     -999,-999,eor
      722,19480116,   5,  -999,   92.00,   4.1,   -4.4,    -999,-999,   -8.7,   -5.2,   -3.0,-999,-999,  -999,     -999,-999,eor
      722,19480117,   5,  -999,   98.00,   4.0,   -5.7,    -999,-999,   -9.8,   -6.9,   -4.5,-999,-999,  -999,     -999,-999,eor
      722,19480118,   5,  -999,   99.00,   4.4,   -4.4,    -999,-999,   -7.0,   -6.4,   -3.0,-999,-999,  -999,     -999,-999,eor
      722,19480119,   5,  -999,  100.00,   4.3,   -5.0,    -999,-999,   -5.4,   -5.9,   -3.9,-999,-999,  -999,     -999,-999,eor
      722,19480120,   5,  -999,  100.00,   4.0,   -6.0,    -999,-999,   -7.0,   -7.1,   -4.0,-999,-999,  -999,     -999,-999,eor
      722,19480121,   5,  -999,   94.00,   3.2,   -7.8,    -999,-999,  -10.0,  -10.0,   -6.1,-999,-999,  -999,     -999,-999,eor
      722,19480122,   5,  -999,  100.00,   4.0,   -5.5,    -999,-999,  -11.8,   -9.5,   -4.7,-999,-999,  -999,     -999,-999,eor
      722,19480123,   5,  -999,  100.00,   4.4,   -4.4,    -999,-999,   -5.4,   -5.2,   -2.9,-999,-999,  -999,     -999,-999,eor
      722,19480124,   5,  -999,   99.00,   5.2,   -2.3,    -999,-999,   -6.9,   -6.0,    -.5,-999,-999,  -999,     -999,-999,eor
      722,19480125,   5,  -999,   50.00,   3.2,     .3,    -999,-999,   -4.1,   -3.5,    1.4,-999,-999,  -999,     -999,-999,eor
      722,19480126,   5,  -999,   76.00,   4.8,     .3,    -999,-999,   -2.1,   -1.6,    3.0,-999,-999,  -999,     -999,-999,eor
      722,19480127,   5,  -999,   83.00,   5.1,    -.1,    -999,-999,   -2.9,   -2.5,    1.1,-999,-999,  -999,     -999,-999,eor
      722,19480128,   5,  -999,   90.00,   5.2,    -.8,    -999,-999,   -2.1,   -1.4,    2.4,-999,-999,  -999,     -999,-999,eor
      722,19480129,   5,  -999,  100.00,   5.7,    -.8,    -999,-999,   -3.1,   -2.6,    -.1,-999,-999,  -999,     -999,-999,eor
      722,19480130,   5,  -999,  100.00,   6.3,     .1,    -999,-999,   -1.8,   -1.1,     .8,-999,-999,  -999,     -999,-999,eor
      722,19480131,   5,  -999,  100.00,   7.1,    1.6,    -999,-999,   -1.1,    -.8,    3.0,-999,-999,  -999,     -999,-999,eor
      722,19480201,   5,  -999,  100.00,   6.1,    -.2,  887.80,-999,    -.6,    -.4,    1.4,-999,-999,  -999,     -999,-999,eor
      722,19480202,   5,  -999,   90.00,   6.0,    1.4,  887.00,-999,   -1.9,   -1.5,    2.4,-999,-999,  -999,     -999,-999,eor
      722,19480203,   5,  -999,  100.00,   6.8,    1.2,  879.80,-999,     .8,     .6,    2.4,-999,-999,  -999,     -999,-999,eor
      722,19480204,   5,  -999,  100.00,   4.9,   -2.8,  876.80,-999,   -4.2,   -4.5,     .8,-999,-999,  -999,     -999,-999,eor
      722,19480205,   5,  -999,  100.00,   5.3,   -2.2,  881.80,-999,   -3.1,   -2.6,   -1.4,-999,-999,  -999,     -999,-999,eor
      722,19480206,   5,  -999,  100.00,   5.1,   -2.5,  874.20,-999,   -3.2,   -3.0,    -.6,-999,-999,  -999,     -999,-999,eor
      722,19480207,   5,  -999,  100.00,   4.5,   -3.7,  881.80,-999,   -5.7,   -5.2,   -1.4,-999,-999,  -999,     -999,-999,eor
      722,19480208,   5,  -999,  100.00,   6.3,     .2,  879.60,-999,   -3.6,   -3.0,    2.0,-999,-999,  -999,     -999,-999,eor
      722,19480209,   5,  -999,   99.00,   6.1,    -.1,  872.80,-999,    -.9,   -1.3,    2.7,-999,-999,  -999,     -999,-999,eor
      722,19480210,   5,  -999,   99.00,   4.8,   -3.0,  883.00,-999,   -4.4,   -4.4,    -.4,-999,-999,  -999,     -999,-999,eor
      722,19480211,   5,  -999,  100.00,   5.9,    -.5,  882.30,-999,   -2.5,   -2.4,     .0,-999,-999,  -999,     -999,-999,eor
      722,19480212,   5,  -999,   99.00,   5.3,   -2.0,  880.20,-999,   -2.9,   -3.0,    -.1,-999,-999,  -999,     -999,-999,eor
      722,19480213,   5,  -999,  100.00,   4.8,   -3.3,  887.80,-999,   -3.9,   -3.8,   -2.6,-999,-999,  -999,     -999,-999,eor
      722,19480214,   5,  -999,   89.00,   4.0,   -4.0,  891.40,-999,   -8.5,   -5.2,   -1.8,-999,-999,  -999,     -999,-999,eor
      722,19480215,   5,  -999,  100.00,   6.1,     .2,  881.90,-999,   -7.0,   -5.0,     .8,-999,-999,  -999,     -999,-999,eor
      722,19480216,   5,  -999,   99.00,   3.3,   -8.0,  889.10,-999,   -7.4,   -9.0,     .1,-999,-999,  -999,     -999,-999,eor
      722,19480217,   5,  -999,   99.00,   2.8,  -10.4,  892.80,-999,  -11.1,  -11.4,   -8.9,-999,-999,  -999,     -999,-999,eor
      722,19480218,   5,  -999,   98.00,   2.7,  -10.6,  891.80,-999,  -13.3,  -11.6,   -9.6,-999,-999,  -999,     -999,-999,eor
      722,19480219,   5,  -999,   96.00,   1.7,  -16.0,  886.20,-999,  -16.1,  -17.2,  -10.7,-999,-999,  -999,     -999,-999,eor
      722,19480220,   5,  -999,   98.00,   1.5,  -18.0,  885.10,-999,  -24.1,  -21.3,  -17.0,-999,-999,  -999,     -999,-999,eor
      722,19480221,   5,  -999,   97.00,   2.0,  -13.8,  883.60,-999,  -19.8,  -18.1,  -12.6,-999,-999,  -999,     -999,-999,eor
      722,19480222,   5,  -999,   98.00,   2.5,  -12.4,  876.30,-999,  -16.4,  -15.7,   -8.1,-999,-999,  -999,     -999,-999,eor
      722,19480223,   5,  -999,   98.00,   2.5,  -10.8,  877.50,-999,  -19.1,  -15.7,   -9.8,-999,-999,  -999,     -999,-999,eor
      722,19480224,   5,  -999,   86.00,   2.1,  -11.2,  889.10,-999,  -14.2,  -12.7,   -9.4,-999,-999,  -999,     -999,-999,eor
      722,19480225,   5,  -999,   97.00,   2.8,  -10.0,  892.60,-999,  -14.6,  -12.4,   -8.0,-999,-999,  -999,     -999,-999,eor
      722,19480226,   5,  -999,   69.00,   2.1,   -8.4,  895.90,-999,  -13.3,  -11.6,   -6.6,-999,-999,  -999,     -999,-999,eor
      722,19480227,   5,  -999,   32.00,   1.6,   -2.2,  895.90,-999,  -12.4,   -8.0,    -.2,-999,-999,  -999,     -999,-999,eor
      722,19480228,   5,  -999,   45.00,   3.2,    2.2,  897.50,-999,   -6.0,   -2.8,    4.8,-999,-999,  -999,     -999,-999,eor
      722,19480229,   5,  -999,   65.00,   4.1,     .2,  899.60,-999,   -9.0,    -.8,    2.7,-999,-999,  -999,     -999,-999,eor
      722,19480301,   5,  -999,   80.00,   4.7,   -1.1,  902.20,-999,   -5.8,   -2.6,    1.7,-999,-999,  -999,     -999,-999,eor
      722,19480302,   5,  -999,   60.00,   3.7,     .6,  904.00,-999,   -7.8,   -3.2,    3.0,-999,-999,  -999,     -999,-999,eor
      722,19480303,   5,  -999,   54.00,   3.6,    1.4,  904.80,-999,   -7.1,   -2.1,    4.4,-999,-999,  -999,     -999,-999,eor
      722,19480304,   5,  -999,   31.00,   2.7,    4.3,  906.00,-999,   -8.4,     .6,    5.2,-999,-999,  -999,     -999,-999,eor
      722,19480305,   5,  -999,   38.00,   3.2,    4.4,  904.60,-999,   -4.9,    1.7,    6.4,-999,-999,  -999,     -999,-999,eor
      722,19480306,   5,  -999,   28.00,   2.5,    5.0,  902.20,-999,   -7.4,    1.9,    7.4,-999,-999,  -999,     -999,-999,eor
      722,19480307,   5,  -999,   48.00,   4.1,    4.7,  901.50,-999,   -6.3,    1.4,    6.4,-999,-999,  -999,     -999,-999,eor
      722,19480308,   5,  -999,  100.00,   7.9,    3.7,  900.70,-999,     .6,    2.0,    5.0,-999,-999,  -999,     -999,-999,eor
      722,19480309,   5,  -999,   86.00,   8.0,    6.3,  901.50,-999,     .2,    3.6,    7.1,-999,-999,  -999,     -999,-999,eor
      722,19480310,   5,  -999,   85.00,   6.1,    1.2,  896.80,-999,     .0,   -1.7,    7.1,-999,-999,  -999,     -999,-999,eor
      722,19480311,   5,  -999,  100.00,   6.1,     .1,  895.90,-999,   -3.4,   -2.6,     .7,-999,-999,  -999,     -999,-999,eor
      722,19480312,   5,  -999,  100.00,   6.0,    -.3,  899.80,-999,    -.6,   -1.0,    1.0,-999,-999,  -999,     -999,-999,eor
      722,19480313,   5,  -999,   94.00,   5.7,    -.7,  899.80,-999,   -3.7,   -2.2,    1.7,-999,-999,  -999,     -999,-999,eor
