Stations_ID, Mess_Datum, Qualitaets_Niveau, BEDECKUNGSGRAD,REL_FEUCHTE,DAMPFDRUCK,LUFTTEMPERATUR,LUFTDRUCK_STATIONSHOEHE, WINDGESCHWINDIGKEIT, LUFTTEMP_AM_ERDB_MINIMUM,LUFTTEMPERATUR_MINIMUM,LUFTTEMPERATUR_MAXIMUM, WINDSPITZE_MAXIMUM, NIEDERSCHLAGSHOEHE_IND,NIEDERSCHLAGSHOEHE,SONNENSCHEINDAUER, SCHNEEHOEHE,eor
      282,19490101,   5,   8.0,   62.00,   4.8,    3.8,    -999,-999,     .3,     .2,    6.0,-999,   1,    .0,     -999,   0,eor
      282,19490102,   5,   8.0,   86.00,   6.4,    2.7,    -999,-999,    1.1,    1.7,    5.9,-999,   8,   8.2,     -999,   0,eor
      282,19490103,   5,   6.7,   86.00,   6.4,    2.7,    -999,-999,    -.3,    1.3,    4.7,-999,   0,    .0,     -999,   0,eor
      282,19490104,   5,   5.0,   82.00,   5.6,    1.8,    -999,-999,   -2.3,    -.7,    5.3,-999,   0,    .0,     -999,   0,eor
      282,19490105,   5,   8.0,   85.00,   6.4,    2.6,    -999,-999,    -.3,    1.7,    4.0,-999,   1,    .0,     -999,   0,eor
      282,19490106,   5,   8.0,   95.00,   6.4,    1.2,    -999,-999,     .3,     .6,    2.5,-999,   0,    .0,     -999,   0,eor
      282,19490107,   5,   8.0,   91.00,   5.1,   -1.5,    -999,-999,   -1.3,   -1.7,     .6,-999,   0,    .0,     -999,   0,eor
      282,19490108,   5,   8.0,   94.00,   5.2,   -1.2,    -999,-999,   -2.1,   -2.1,    -.5,-999,   8,    .1,     -999,   0,eor
      282,19490109,   5,   7.3,   84.00,   5.5,     .6,    -999,-999,   -1.4,   -1.0,    2.1,-999,   7,   2.2,     -999,   1,eor
      282,19490110,   5,   7.0,   87.00,   3.7,   -4.5,    -999,-999,  -11.5,  -10.5,    1.0,-999,   0,    .0,     -999,   3,eor
      282,19490111,   5,   8.0,   88.00,   4.3,   -3.2,    -999,-999,   -7.5,   -5.3,   -2.4,-999,   7,   3.0,     -999,   2,eor
      282,19490112,   5,   6.0,   92.00,   6.0,     .8,    -999,-999,   -6.5,   -3.6,    2.2,-999,   7,    .5,     -999,   6,eor
      282,19490113,   5,   7.3,   83.00,   5.2,     .2,    -999,-999,   -4.9,   -1.8,    2.1,-999,   0,    .0,     -999,   6,eor
      282,19490114,   5,   8.0,   89.00,   5.9,    1.2,    -999,-999,   -2.4,   -1.5,    2.0,-999,   8,   1.9,     -999,   5,eor
      282,19490115,   5,   7.3,   87.00,   6.4,    2.0,    -999,-999,     .7,     .2,    4.0,-999,   7,    .6,     -999,   4,eor
      282,19490116,   5,   8.0,   90.00,   6.5,    3.1,    -999,-999,   -8.7,   -2.1,    6.6,-999,   1,   4.6,     -999,   2,eor
      282,19490117,   5,   8.0,   93.00,   7.9,    4.6,    -999,-999,    -.8,    3.1,    5.5,-999,   1,   1.5,     -999,   1,eor
      282,19490118,   5,   7.7,   85.00,   8.1,    6.1,    -999,-999,    3.6,    4.8,    7.2,-999,   1,    .8,     -999,   0,eor
      282,19490119,   5,   8.0,   84.00,   8.9,    7.9,    -999,-999,    4.2,    5.3,    8.8,-999,   0,    .0,     -999,   0,eor
      282,19490120,   5,   8.0,   82.00,   7.9,    6.5,    -999,-999,    6.1,    5.8,    8.8,-999,   1,    .4,     -999,   0,eor
      282,19490121,   5,   7.3,   82.00,   6.5,    3.5,    -999,-999,    2.6,    1.6,    6.7,-999,   8,   2.3,     -999,   0,eor
      282,19490122,   5,   4.0,   88.00,   6.0,    1.1,    -999,-999,     .7,    -.6,    4.6,-999,   8,    .6,     -999,   0,eor
      282,19490123,   5,   8.0,   94.00,   4.8,   -2.3,    -999,-999,   -3.3,   -3.5,     .0,-999,   0,    .0,     -999,   0,eor
      282,19490124,   5,   5.0,   91.00,   4.7,   -2.4,    -999,-999,   -3.6,   -3.4,     .5,-999,   0,    .0,     -999,   0,eor
      282,19490125,   5,   3.3,   90.00,   5.1,   -1.0,    -999,-999,   -5.2,   -5.0,    3.8,-999,   0,    .0,     -999,   0,eor
      282,19490126,   5,   1.3,   81.00,   4.3,   -1.8,    -999,-999,   -7.8,   -6.9,    5.3,-999,   0,    .0,     -999,   0,eor
      282,19490127,   5,   2.0,   82.00,   4.1,   -2.4,    -999,-999,   -8.5,   -7.6,    3.5,-999,   0,    .0,     -999,   0,eor
      282,19490128,   5,   3.3,   87.00,   4.4,   -2.2,    -999,-999,   -8.1,   -6.2,    1.5,-999,   0,    .0,     -999,   0,eor
      282,19490129,   5,   2.7,   87.00,   4.8,   -1.5,    -999,-999,   -5.9,   -5.4,    5.0,-999,   0,    .0,     -999,   0,eor
      282,19490130,   5,   7.3,   96.00,   4.7,   -2.6,    -999,-999,   -6.6,   -5.9,    -.3,-999,   8,    .0,     -999,   0,eor
      282,19490131,   5,   8.0,   83.00,   5.7,    1.8,    -999,-999,   -3.3,   -2.3,    3.5,-999,   8,   1.0,     -999,   0,eor
      282,19490201,   5,   4.3,   79.00,   3.9,   -3.6,    -999,-999,   -3.8,   -5.2,     .8,-999,   7,    .9,     -999,   0,eor
      282,19490202,   5,   5.3,   82.00,   2.9,   -7.6,    -999,-999,  -12.3,  -10.8,   -2.3,-999,   1,    .0,     -999,   0,eor
      282,19490203,   5,    .7,   83.00,   3.2,   -5.8,    -999,-999,  -13.8,  -13.0,   -1.1,-999,   0,    .0,     -999,   0,eor
      282,19490204,   5,    .3,   84.00,   3.3,   -6.2,    -999,-999,  -12.5,  -11.8,    2.0,-999,   0,    .0,     -999,   0,eor
      282,19490205,   5,   5.3,   87.00,   3.6,   -4.7,    -999,-999,  -13.3,  -12.8,   -1.2,-999,   0,    .0,     -999,   0,eor
      282,19490206,   5,   2.7,   85.00,   4.7,   -2.0,    -999,-999,  -11.3,   -4.8,    3.0,-999,   0,    .0,     -999,   0,eor
      282,19490207,   5,   6.0,   94.00,   3.9,   -5.0,    -999,-999,  -11.7,  -10.2,   -2.5,-999,   0,    .0,     -999,   0,eor
      282,19490208,   5,   6.3,   84.00,   5.9,    2.2,    -999,-999,   -6.9,   -5.6,    6.3,-999,   1,    .3,     -999,   0,eor
      282,19490209,   5,   8.0,   88.00,   8.5,    7.2,    -999,-999,     .5,    2.2,   11.0,-999,   1,   8.4,     -999,   0,eor
      282,19490210,   5,   5.7,   78.00,   5.9,    2.8,    -999,-999,     .3,    1.4,   11.1,-999,   8,   1.2,     -999,   0,eor
      282,19490211,   5,   2.3,   85.00,   5.5,     .6,    -999,-999,   -1.5,   -1.0,    4.9,-999,   0,    .0,     -999,   0,eor
      282,19490212,   5,   5.7,   76.00,   4.5,    -.1,    -999,-999,   -2.7,   -3.4,    3.0,-999,   0,    .0,     -999,   0,eor
      282,19490213,   5,   1.0,   75.00,   4.4,    -.5,    -999,-999,   -4.1,   -3.1,    4.2,-999,   0,    .0,     -999,   0,eor
      282,19490214,   5,   3.3,   77.00,   4.7,     .3,    -999,-999,   -6.2,   -5.3,    6.2,-999,   1,    .0,     -999,   0,eor
      282,19490215,   5,   8.0,   96.00,   6.4,    1.3,    -999,-999,   -3.0,   -1.9,    2.5,-999,   1,    .1,     -999,   0,eor
      282,19490216,   5,   8.0,   91.00,   7.1,    3.3,    -999,-999,     .9,    1.8,    5.7,-999,   0,    .0,     -999,   0,eor
      282,19490217,   5,   2.7,   87.00,   7.1,    3.6,    -999,-999,    -.9,    1.2,   10.0,-999,   0,    .0,     -999,   0,eor
      282,19490218,   5,   8.0,   96.00,   5.9,     .0,    -999,-999,   -1.4,   -1.8,    2.4,-999,   0,    .0,     -999,   0,eor
      282,19490219,   5,   8.0,   93.00,   5.7,     .0,    -999,-999,    -.8,   -1.4,    1.7,-999,   0,    .0,     -999,   0,eor
      282,19490220,   5,   8.0,   98.00,   5.7,    -.6,    -999,-999,   -1.5,   -1.4,    1.6,-999,   1,    .0,     -999,   0,eor
      282,19490221,   5,   2.7,  100.00,   6.7,    1.0,    -999,-999,   -2.4,   -2.7,    9.0,-999,   0,    .0,     -999,   0,eor
      282,19490222,   5,    .3,   79.00,   5.7,    2.4,    -999,-999,   -3.5,   -2.9,    8.9,-999,   1,   1.2,     -999,   0,eor
      282,19490223,   5,   3.7,   73.00,   6.9,    6.9,    -999,-999,   -1.9,     .4,   12.0,-999,   1,    .0,     -999,   0,eor
      282,19490224,   5,   7.3,   95.00,   9.9,    7.4,    -999,-999,    6.6,    5.5,   10.2,-999,   1,   2.3,     -999,   0,eor
      282,19490225,   5,   5.0,   77.00,   6.1,    4.1,    -999,-999,   -2.0,   -3.5,    8.1,-999,   1,    .1,     -999,   0,eor
      282,19490226,   5,   8.0,   72.00,   5.9,    4.2,    -999,-999,     .3,    1.8,    6.5,-999,   1,    .0,     -999,   0,eor
      282,19490227,   5,   7.0,   81.00,   6.5,    3.4,    -999,-999,    1.8,    1.4,    6.5,-999,   8,   3.0,     -999,   0,eor
      282,19490228,   5,   4.0,   75.00,   5.3,    1.9,    -999,-999,     .1,   -1.2,    4.1,-999,   7,    .8,     -999,   0,eor
      282,19490301,   5,   5.7,   82.00,   5.3,     .6,    -999,-999,    -.9,   -1.0,    3.5,-999,   8,   4.0,     -999,   1,eor
      282,19490302,   5,   2.3,   70.00,   3.5,   -3.3,    -999,-999,   -4.3,   -5.1,     .0,-999,   7,   1.9,     -999,   1,eor
      282,19490303,   5,   5.0,   79.00,   3.3,   -5.1,    -999,-999,   -8.2,   -6.4,   -1.2,-999,   7,    .0,     -999,   3,eor
      282,19490304,   5,   3.3,   79.00,   2.8,   -6.6,    -999,-999,  -13.5,  -13.1,   -2.0,-999,   0,    .0,     -999,   3,eor
      282,19490305,   5,   4.3,   73.00,   2.8,   -5.8,    -999,-999,  -12.2,  -11.6,   -2.5,-999,   0,    .0,     -999,   2,eor
      282,19490306,   5,   8.0,   74.00,   3.1,   -5.2,    -999,-999,   -9.5,   -8.9,   -2.8,-999,   7,    .0,     -999,   1,eor
      282,19490307,   5,   7.7,   83.00,   3.5,   -5.3,    -999,-999,   -9.2,   -6.9,   -1.6,-999,   7,    .2,     -999,   1,eor
      282,19490308,   5,    .3,   70.00,   2.9,   -4.1,    -999,-999,  -11.8,  -10.8,    1.5,-999,   0,    .0,     -999,   0,eor
      282,19490309,   5,   3.7,   61.00,   3.7,    1.0,    -999,-999,   -9.8,   -8.0,    5.3,-999,   0,    .0,     -999,   0,eor
      282,19490310,   5,   8.0,   68.00,   5.5,    3.6,    -999,-999,     .2,    1.3,    7.5,-999,   0,    .0,     -999,   0,eor
      282,19490311,   5,   7.0,   71.00,   5.9,    4.0,    -999,-999,    -.1,    1.5,    8.5,-999,   1,   2.1,     -999,   0,eor
      282,19490312,   5,   8.0,   85.00,   6.5,    3.6,    -999,-999,   -1.7,     .5,    7.5,-999,   0,    .0,     -999,   0,eor
      282,19490313,   5,   8.0,   77.00,   7.5,    7.4,    -999,-999,     .4,    1.7,   10.1,-999,   1,   1.1,     -999,   0,eor
      282,19490314,   5,   8.0,   93.00,   9.5,    7.1,    -999,-999,    5.7,    6.7,    9.8,-999,   1,  15.1,     -999,   0,eor
      282,19490315,   5,   7.0,   90.00,   6.3,    1.9,    -999,-999,    1.9,    1.1,    8.6,-999,   8,   1.5,     -999,   0,eor
      282,19490316,   5,   7.3,   92.00,   6.4,    2.4,    -999,-999,    -.2,     .4,    3.8,-999,   8,   6.5,     -999,   0,eor
      282,19490317,   5,   7.3,   75.00,   5.3,    2.4,    -999,-999,    -.8,     .2,    5.0,-999,   1,   2.6,     -999,   0,eor
      282,19490318,   5,   7.3,   84.00,   6.5,    2.6,    -999,-999,    1.3,     .3,    6.0,-999,   8,   1.6,     -999,   0,eor
      282,19490319,   5,   4.7,   76.00,   4.4,    -.9,    -999,-999,   -2.0,   -1.9,    2.0,-999,   7,   1.0,     -999,   1,eor
      282,19490320,   5,   4.0,   81.00,   4.8,    -.4,    -999,-999,   -3.6,   -2.0,    3.5,-999,   7,    .0,     -999,   0,eor
      282,19490321,   5,   3.3,   73.00,   4.0,    -.6,    -999,-999,   -6.2,   -5.3,    5.6,-999,   0,    .0,     -999,   0,eor
      282,19490322,   5,    .0,   66.00,   4.4,    2.0,    -999,-999,   -5.8,   -4.6,    8.3,-999,   0,    .0,     -999,   0,eor
      282,19490323,   5,    .0,   72.00,   6.3,    5.3,    -999,-999,   -4.8,   -2.7,   13.0,-999,   0,    .0,     -999,   0,eor
      282,19490324,   5,    .0,   61.00,   6.4,    8.6,    -999,-999,   -4.3,    -.2,   15.3,-999,   0,    .0,     -999,   0,eor
      282,19490325,   5,    .0,   66.00,   7.2,    9.0,    -999,-999,   -2.1,     .5,   18.6,-999,   0,    .0,     -999,   0,eor
      282,19490326,   5,    .0,   67.00,   6.9,    8.7,    -999,-999,   -3.1,   -1.7,   19.0,-999,   0,    .0,     -999,   0,eor
      282,19490327,   5,    .0,   69.00,   8.3,   10.9,    -999,-999,    -.4,     .3,   20.2,-999,   0,    .0,     -999,   0,eor
      282,19490328,   5,    .0,   65.00,   8.9,   12.3,    -999,-999,     .8,    4.0,   21.9,-999,   0,    .0,     -999,   0,eor
      282,19490329,   5,    .0,   56.00,   7.2,   12.7,    -999,-999,    1.6,    4.0,   21.7,-999,   0,    .0,     -999,   0,eor
      282,19490330,   5,    .0,   61.00,   6.9,   10.4,    -999,-999,     .1,    2.3,   20.6,-999,   0,    .0,     -999,   0,eor
      282,19490331,   5,   4.3,   59.00,   7.2,   10.9,    -999,-999,    -.1,    1.4,   19.7,-999,   0,    .0,     -999,   0,eor
      282,19490401,   5,   1.7,   64.00,   7.9,   10.9,    -999,-999,    1.9,    3.7,   20.4,-999,   0,    .0,     -999,   0,eor
      282,19490402,   5,   1.3,   62.00,   7.2,   10.8,    -999,-999,     .6,    2.2,   20.5,-999,   0,    .0,     -999,   0,eor
      282,19490403,   5,   6.3,   75.00,   9.5,   10.6,    -999,-999,    2.1,    3.8,   16.5,-999,   1,    .0,     -999,   0,eor
      282,19490404,   5,   7.0,   54.00,   8.7,   15.6,    -999,-999,    6.7,    7.2,   22.2,-999,   1,   1.5,     -999,   0,eor
      282,19490405,   5,   6.0,   61.00,   8.8,   12.2,    -999,-999,    8.2,    9.4,   17.5,-999,   1,    .1,     -999,   0,eor
      282,19490406,   5,   8.0,   82.00,  12.7,   13.9,    -999,-999,    2.7,    3.4,   20.5,-999,   1,   9.0,     -999,   0,eor
      282,19490407,   5,   7.0,   78.00,   8.3,    6.9,    -999,-999,    3.7,    4.3,   15.4,-999,   8,   1.7,     -999,   0,eor
      282,19490408,   5,   7.3,   72.00,   5.7,    3.9,    -999,-999,    1.1,    1.4,    8.7,-999,   8,    .2,     -999,   0,eor
      282,19490409,   5,   4.7,   71.00,   5.2,    2.4,    -999,-999,    -.4,     .0,    6.2,-999,   7,   1.0,     -999,   0,eor
      282,19490410,   5,   4.7,   62.00,   5.3,    5.2,    -999,-999,     .1,    1.0,    8.5,-999,   8,    .0,     -999,   0,eor
      282,19490411,   5,   7.0,   50.00,   5.9,   10.9,    -999,-999,     .0,     .5,   16.0,-999,   0,    .0,     -999,   0,eor
      282,19490412,   5,   8.0,   71.00,  10.0,   12.2,    -999,-999,   10.0,   10.8,   13.7,-999,   1,    .3,     -999,   0,eor
      282,19490413,   5,   5.0,   62.00,  10.9,   15.4,    -999,-999,   10.2,   11.6,   21.7,-999,   0,    .0,     -999,   0,eor
      282,19490414,   5,   4.7,   71.00,   9.5,   11.9,    -999,-999,    2.7,    4.4,   20.1,-999,   0,    .0,     -999,   0,eor
      282,19490415,   5,   2.7,   64.00,   9.1,   13.4,    -999,-999,    3.1,    4.2,   22.5,-999,   0,    .0,     -999,   0,eor
      282,19490416,   5,   1.3,   51.00,   8.4,   15.6,    -999,-999,    3.5,    5.8,   25.0,-999,   0,    .0,     -999,   0,eor
      282,19490417,   5,    .0,   60.00,   8.9,   14.2,    -999,-999,    2.4,    4.5,   26.2,-999,   0,    .0,     -999,   0,eor
      282,19490418,   5,   2.0,   55.00,  11.1,   19.4,    -999,-999,    4.4,    5.5,   29.0,-999,   1,    .3,     -999,   0,eor
      282,19490419,   5,   4.3,   57.00,  10.4,   15.8,    -999,-999,   10.8,   12.1,   22.4,-999,   1,    .0,     -999,   0,eor
      282,19490420,   5,   4.3,   59.00,   8.7,   11.8,    -999,-999,   10.2,    9.1,   16.8,-999,   0,    .0,     -999,   0,eor
      282,19490421,   5,   1.0,   56.00,   8.1,   13.5,    -999,-999,    2.0,    2.5,   21.0,-999,   1,    .3,     -999,   0,eor
      282,19490422,   5,   4.7,   77.00,   9.6,    9.2,    -999,-999,    7.1,    6.3,   17.7,-999,   1,    .3,     -999,   0,eor
      282,19490423,   5,   3.3,   65.00,   6.9,    9.1,    -999,-999,     .1,     .4,   18.2,-999,   0,    .0,     -999,   0,eor
      282,19490424,   5,    .0,   58.00,   8.8,   15.1,    -999,-999,     .0,    2.4,   24.0,-999,   0,    .0,     -999,   0,eor
      282,19490425,   5,   7.3,   55.00,  11.1,   18.0,    -999,-999,   10.5,   11.2,   26.1,-999,   1,  12.9,     -999,   0,eor
      282,19490426,   5,   8.0,   84.00,   8.8,    7.8,    -999,-999,    5.1,    4.8,   15.5,-999,   1,   1.2,     -999,   0,eor
      282,19490427,   5,   8.0,   79.00,   9.7,   10.5,    -999,-999,    6.3,    4.6,   13.5,-999,   0,    .0,     -999,   0,eor
      282,19490428,   5,   5.3,   81.00,  11.2,   11.7,    -999,-999,    8.6,    8.9,   15.0,-999,   0,    .0,     -999,   0,eor
      282,19490429,   5,   7.3,   67.00,  10.1,   13.5,    -999,-999,    6.8,    7.0,   19.2,-999,   1,   6.5,     -999,   0,eor
      282,19490430,   5,   8.0,   84.00,   7.7,    6.1,    -999,-999,    4.6,    3.8,   12.4,-999,   1,   5.1,     -999,   0,eor
      282,19490501,   5,   7.3,   65.00,   7.3,    9.3,    -999,-999,    2.9,    3.9,   11.8,-999,   0,    .0,     -999,   0,eor
      282,19490502,   5,   3.7,   50.00,   7.6,   13.7,    -999,-999,    4.6,    6.6,   19.3,-999,   0,    .0,     -999,   0,eor
      282,19490503,   5,    .3,   46.00,  10.0,   18.4,    -999,-999,    8.1,   10.6,   24.8,-999,   0,    .0,     -999,   0,eor
      282,19490504,   5,   1.0,   58.00,  13.2,   19.9,    -999,-999,    8.0,   10.3,   27.4,-999,   0,    .0,     -999,   0,eor
      282,19490505,   5,   6.3,   68.00,  13.5,   16.8,    -999,-999,    9.2,    9.3,   23.6,-999,   1,   9.0,     -999,   0,eor
      282,19490506,   5,   6.7,   75.00,  11.2,   12.2,    -999,-999,   11.1,   10.4,   19.5,-999,   1,   1.0,     -999,   0,eor
      282,19490507,   5,   6.7,   70.00,   8.5,   10.1,    -999,-999,    5.0,    5.8,   14.7,-999,   1,    .0,     -999,   0,eor
      282,19490508,   5,   4.0,   61.00,   6.5,    7.5,    -999,-999,    3.2,    4.3,   11.0,-999,   0,    .0,     -999,   0,eor
      282,19490509,   5,   6.3,   86.00,   7.9,    5.6,    -999,-999,     .7,    1.2,    9.2,-999,   8,   1.4,     -999,   0,eor
      282,19490510,   5,   4.0,   83.00,   7.1,    4.6,    -999,-999,    -.8,     .4,    8.4,-999,   8,    .4,     -999,   0,eor
      282,19490511,   5,   4.3,   68.00,   7.2,    8.6,    -999,-999,   -1.4,   -1.4,   13.0,-999,   1,   5.6,     -999,   0,eor
      282,19490512,   5,   8.0,   74.00,   9.6,   11.3,    -999,-999,    6.3,    7.3,   12.2,-999,   1,    .2,     -999,   0,eor
      282,19490513,   5,   7.0,   79.00,  10.7,   11.3,    -999,-999,    8.1,    8.8,   16.6,-999,   1,   9.2,     -999,   0,eor
      282,19490514,   5,   5.3,   71.00,  11.2,   13.7,    -999,-999,    7.6,    8.1,   18.6,-999,   1,   3.1,     -999,   0,eor
      282,19490515,   5,   8.0,   97.00,  12.3,   10.3,    -999,-999,    9.5,    9.2,   12.2,-999,   1,  15.6,     -999,   0,eor
      282,19490516,   5,   4.7,   69.00,  10.9,   14.3,    -999,-999,    7.8,    8.0,   21.2,-999,   0,    .0,     -999,   0,eor
      282,19490517,   5,   4.0,   57.00,  11.5,   18.4,    -999,-999,    8.2,    9.3,   25.2,-999,   0,    .0,     -999,   0,eor
      282,19490518,   5,   7.0,   64.00,  12.3,   16.8,    -999,-999,   10.5,   11.3,   20.3,-999,   0,    .0,     -999,   0,eor
      282,19490519,   5,   7.3,   76.00,  14.1,   16.2,    -999,-999,    9.6,   10.4,   19.9,-999,   1,   1.0,     -999,   0,eor
      282,19490520,   5,   8.0,   88.00,  16.0,   16.0,    -999,-999,   11.2,   12.6,   20.2,-999,   1,   1.0,     -999,   0,eor
      282,19490521,   5,   8.0,   89.00,  14.5,   14.1,    -999,-999,   12.7,   13.0,   16.2,-999,   1,   5.2,     -999,   0,eor
      282,19490522,   5,   8.0,   81.00,  13.7,   15.0,    -999,-999,   12.0,   12.0,   17.0,-999,   1,    .5,     -999,   0,eor
      282,19490523,   5,   5.7,   68.00,  12.5,   16.1,    -999,-999,   10.7,   11.2,   21.4,-999,   0,    .0,     -999,   0,eor
      282,19490524,   5,   6.7,   74.00,  12.9,   15.0,    -999,-999,    8.8,   10.2,   22.0,-999,   1,   4.7,     -999,   0,eor
      282,19490525,   5,   6.0,   67.00,  10.7,   14.0,    -999,-999,    7.6,    8.6,   18.0,-999,   1,    .0,     -999,   0,eor
      282,19490526,   5,   5.0,   67.00,  11.5,   14.2,    -999,-999,    9.2,   10.4,   19.6,-999,   1,   3.8,     -999,   0,eor
      282,19490527,   5,   6.3,   66.00,  10.0,   13.3,    -999,-999,    8.2,    8.5,   18.2,-999,   0,    .0,     -999,   0,eor
      282,19490528,   5,   3.0,   62.00,  11.9,   17.7,    -999,-999,    5.0,    5.5,   25.1,-999,   1,    .0,     -999,   0,eor
      282,19490529,   5,   5.3,   71.00,  14.0,   17.8,    -999,-999,    9.3,   11.0,   28.2,-999,   1,   5.5,     -999,   0,eor
      282,19490530,   5,   5.3,   80.00,  14.1,   15.5,    -999,-999,   13.1,   13.3,   19.2,-999,   1,    .1,     -999,   0,eor
      282,19490531,   5,   8.0,   84.00,  14.1,   14.3,    -999,-999,    9.7,   10.8,   18.3,-999,   1,   1.7,     -999,   0,eor
      282,19490601,   5,   7.7,   86.00,  13.6,   13.8,    -999,-999,   11.2,   11.4,   17.5,-999,   1,    .7,     -999,   0,eor
      282,19490602,   5,   6.7,   77.00,  13.9,   15.6,    -999,-999,   11.5,   12.0,   19.5,-999,   0,    .0,     -999,   0,eor
      282,19490603,   5,   7.0,   72.00,  14.0,   17.4,    -999,-999,   11.9,   12.1,   21.3,-999,   1,   3.0,     -999,   0,eor
      282,19490604,   5,   5.3,   65.00,  11.2,   14.9,    -999,-999,   12.0,   12.7,   19.2,-999,   1,    .7,     -999,   0,eor
      282,19490605,   5,   5.0,   62.00,  10.3,   14.7,    -999,-999,    7.5,    9.3,   19.1,-999,   0,    .0,     -999,   0,eor
      282,19490606,   5,   1.3,   59.00,  10.3,   15.8,    -999,-999,    5.8,    6.3,   21.2,-999,   0,    .0,     -999,   0,eor
      282,19490607,   5,    .7,   54.00,  12.1,   20.2,    -999,-999,    7.1,    7.4,   27.5,-999,   0,    .0,     -999,   0,eor
      282,19490608,   5,   5.3,   64.00,  17.6,   22.6,    -999,-999,   12.1,   13.0,   27.2,-999,   0,    .0,     -999,   0,eor
      282,19490609,   5,   5.7,   72.00,  17.6,   20.3,    -999,-999,   15.6,   16.0,   27.2,-999,   1,   5.8,     -999,   0,eor
      282,19490610,   5,   7.0,   79.00,  15.6,   16.4,    -999,-999,   14.8,   13.3,   22.1,-999,   1,    .5,     -999,   0,eor
      282,19490611,   5,   5.7,   73.00,  12.7,   15.5,    -999,-999,    7.2,    7.4,   22.2,-999,   1,   2.4,     -999,   0,eor
      282,19490612,   5,   5.7,   73.00,  10.5,   12.7,    -999,-999,    9.3,   10.2,   17.3,-999,   1,    .4,     -999,   0,eor
      282,19490613,   5,   6.3,   64.00,  11.9,   16.9,    -999,-999,    5.5,    6.3,   22.1,-999,   0,    .0,     -999,   0,eor
      282,19490614,   5,   7.7,   87.00,  14.7,   14.3,    -999,-999,   13.1,   12.9,   20.9,-999,   1,   7.2,     -999,   0,eor
      282,19490615,   5,   5.0,   70.00,   9.5,   11.9,    -999,-999,    6.1,    6.3,   17.6,-999,   0,    .0,     -999,   0,eor
      282,19490616,   5,   1.7,   65.00,   8.4,   10.7,    -999,-999,    2.8,    2.3,   17.0,-999,   0,    .0,     -999,   0,eor
      282,19490617,   5,   5.3,   58.00,   7.9,   11.5,    -999,-999,    2.8,    1.9,   15.0,-999,   0,    .0,     -999,   0,eor
      282,19490618,   5,   7.7,   70.00,   9.3,   11.2,    -999,-999,    8.9,    8.8,   13.1,-999,   0,    .0,     -999,   0,eor
      282,19490619,   5,   7.7,   75.00,  11.2,   13.4,    -999,-999,    8.3,    8.6,   17.2,-999,   0,    .0,     -999,   0,eor
      282,19490620,   5,   5.7,   70.00,  12.8,   16.6,    -999,-999,    9.4,   10.4,   21.0,-999,   0,    .0,     -999,   0,eor
      282,19490621,   5,   6.0,   63.00,  11.3,   16.2,    -999,-999,    8.8,    9.0,   22.2,-999,   0,    .0,     -999,   0,eor
      282,19490622,   5,   3.3,   57.00,   8.8,   13.7,    -999,-999,    6.1,    6.8,   19.0,-999,   0,    .0,     -999,   0,eor
      282,19490623,   5,   4.7,   59.00,   9.2,   13.5,    -999,-999,    4.0,    4.1,   19.1,-999,   0,    .0,     -999,   0,eor
      282,19490624,   5,   6.0,   61.00,   8.5,   12.0,    -999,-999,    3.3,    4.1,   16.2,-999,   0,    .0,     -999,   0,eor
      282,19490625,   5,   4.7,   54.00,   8.7,   14.6,    -999,-999,    6.2,    6.3,   19.2,-999,   0,    .0,     -999,   0,eor
      282,19490626,   5,   4.7,   50.00,   9.2,   16.2,    -999,-999,    6.7,    8.3,   23.2,-999,   0,    .0,     -999,   0,eor
      282,19490627,   5,   2.7,   65.00,  11.6,   15.8,    -999,-999,    6.3,    8.3,   22.1,-999,   0,    .0,     -999,   0,eor
      282,19490628,   5,   4.0,   57.00,  10.1,   17.0,    -999,-999,    6.2,    7.7,   25.5,-999,   0,    .0,     -999,   0,eor
      282,19490629,   5,   6.3,   56.00,  12.0,   19.1,    -999,-999,    6.1,    6.9,   24.1,-999,   0,    .0,     -999,   0,eor
      282,19490630,   5,   4.3,   57.00,  11.3,   17.0,    -999,-999,   12.7,   13.7,   22.2,-999,   0,    .0,     -999,   0,eor
      282,19490701,   5,   4.3,   59.00,  11.5,   17.1,    -999,-999,    8.1,    9.5,   23.5,-999,   0,    .0,     -999,   0,eor
      282,19490702,   5,   5.7,   54.00,   9.5,   15.6,    -999,-999,   11.2,   10.6,   19.1,-999,   0,    .0,     -999,   0,eor
      282,19490703,   5,   7.0,   76.00,  12.8,   15.1,    -999,-999,    4.4,    6.4,   22.0,-999,   0,    .0,     -999,   0,eor
      282,19490704,   5,   1.7,   61.00,  12.9,   19.3,    -999,-999,    8.4,    8.4,   26.0,-999,   0,    .0,     -999,   0,eor
      282,19490705,   5,   2.3,   63.00,  13.1,   18.4,    -999,-999,    9.6,   10.4,   29.0,-999,   1,   1.6,     -999,   0,eor
      282,19490706,   5,   4.7,   64.00,   9.5,   13.0,    -999,-999,   10.1,   10.4,   18.0,-999,   0,    .0,     -999,   0,eor
      282,19490707,   5,   6.0,   57.00,  10.1,   16.2,    -999,-999,    5.4,    5.6,   23.1,-999,   0,    .0,     -999,   0,eor
